NOC,Team,Games,Year,GDP,Population,Sports,Events,Athletes per Event,Median Competitor Age,Median Competitor Height,Median Competitor Weight,Summer,Home_Field_Adv,Golds,Silvers,Bronzes,Total Medals
MTN,Mauritania,1992 Summer,1992,2.164,2.108,1,5,1.0,24.0,177.0,70.0,1,0,0,0,0,0
NAM,Namibia,1992 Summer,1992,3.014,1.455,3,6,0.833,24.0,180.0,73.0,1,0,0,2,0,2
NED,Netherlands,1992 Summer,1992,366.004,15.129,19,100,2.0,25.0,180.5,72.0,1,0,5,20,8,33
NEP,Nepal,1992 Summer,1992,4.426,19.938,1,1,1.0,26.0,167.0,57.0,1,0,0,0,0,0
NGR,Nigeria,1992 Summer,1992,52.275,100.162,5,21,1.238,22.0,180.0,70.0,1,0,0,7,4,11
NOR,Norway,1992 Summer,1992,130.838,4.299,17,64,1.234,23.0,181.0,74.0,1,0,2,16,1,19
NZL,New Zealand,1992 Summer,1992,41.525,3.533,13,57,1.386,28.0,179.0,75.0,1,0,1,6,5,12
OMA,Oman,1992 Summer,1992,12.452,1.979,2,5,1.0,28.0,170.0,62.0,1,0,0,0,0,0
PAK,Pakistan,1992 Summer,1992,63.563,112.61,3,9,1.556,24.0,175.0,68.0,1,0,0,0,7,7
PAN,Panama,1992 Summer,1992,7.153,2.581,2,2,1.0,28.0,165.0,59.5,1,0,0,0,0,0
PAR,Paraguay,1992 Summer,1992,7.158,4.496,3,5,3.6,21.0,178.0,77.5,1,0,0,0,0,0
PER,Peru,1992 Summer,1992,35.377,22.64,5,9,0.889,24.5,179.0,76.0,1,0,0,1,0,1
PHI,Philippines,1992 Summer,1992,60.422,63.82,6,21,0.762,22.5,171.0,59.0,1,0,0,0,1,1
PNG,Papua New Guinea,1992 Summer,1992,6.466,4.181,2,14,0.786,23.0,174.0,63.0,1,0,0,0,0,0
POL,Poland,1992 Summer,1992,88.888,38.386,21,136,1.478,24.0,179.0,74.0,1,0,5,22,19,46
POR,Portugal,1992 Summer,1992,108.119,9.953,14,70,1.271,24.0,174.0,68.0,1,0,0,0,0,0
PUR,Puerto Rico,1992 Summer,1992,34.63,3.575,10,34,1.529,25.0,180.0,77.0,1,0,0,0,1,1
QAT,Qatar,1992 Summer,1992,6.384,0.49,1,10,1.1,22.0,178.0,71.0,1,0,0,0,1,1
ROU,Romania,1992 Summer,1992,19.779,23.333,16,102,1.088,24.5,175.0,68.0,1,0,5,20,9,34
RSA,South Africa,1992 Summer,1992,134.557,38.65,12,46,1.022,25.0,177.0,73.0,1,0,0,3,0,3
RWA,Rwanda,1992 Summer,1992,1.95,7.295,1,3,1.0,28.0,171.0,63.0,1,0,0,0,0,0
SEN,Senegal,1992 Summer,1992,7.435,7.99,3,10,1.1,25.0,182.0,72.0,1,0,0,0,0,0
SEY,Seychelles,1992 Summer,1992,0.434,0.071,3,12,0.583,23.0,180.0,75.0,1,0,0,0,0,0
SGP,Singapore,1992 Summer,1992,52.131,3.231,4,13,0.538,19.0,169.0,59.5,1,0,0,0,0,0
SLE,Sierra Leone,1992 Summer,1992,0.992,4.348,1,12,0.917,20.0,178.0,70.0,1,0,0,0,0,0
SLO,Slovenia,1992 Summer,1992,19.271,1.999,9,25,0.88,25.0,180.0,69.0,1,0,0,0,5,5
SRI,Sri Lanka,1992 Summer,1992,11.176,17.737,4,15,0.667,24.0,169.0,61.0,1,0,0,0,0,0
SUD,Sudan,1992 Summer,1992,3.1,27.32,1,3,0.667,27.0,165.0,70.0,1,0,0,0,0,0
SUI,Switzerland,1992 Summer,1992,279.957,6.843,17,80,1.275,25.0,175.0,67.0,1,0,1,0,0,1
SUR,Suriname,1992 Summer,1992,0.551,0.419,3,5,0.8,24.0,180.0,66.0,1,0,0,0,1,1
SWE,Sweden,1992 Summer,1992,283.228,8.692,21,112,1.554,26.0,181.0,75.0,1,0,1,27,7,35
SWZ,Swaziland,1992 Summer,1992,1.425,0.838,2,10,0.6,21.5,180.0,65.0,1,0,0,0,0,0
SYR,Syria,1992 Summer,1992,13.263,13.484,2,5,1.0,23.0,177.0,65.0,1,0,0,0,0,0
TAN,Tanzania,1992 Summer,1992,5.588,26.216,2,7,1.286,26.0,165.0,60.0,1,0,0,0,0,0
TGA,Tonga,1992 Summer,1992,0.178,0.097,1,4,1.0,23.0,179.0,82.5,1,0,0,0,0,0
THA,Thailand,1992 Summer,1992,115.576,57.811,9,46,0.978,22.0,164.0,58.0,1,0,0,0,1,1
TOG,Togo,1992 Summer,1992,2.873,3.946,2,5,1.0,24.5,170.0,71.0,1,0,0,0,0,0
TTO,Trinidad and Tobago,1992 Summer,1992,5.533,1.237,2,7,1.0,24.0,176.0,75.0,1,0,0,0,0,0
TUN,Tunisia,1992 Summer,1992,16.978,8.603,4,7,0.857,27.0,179.0,63.0,1,0,0,0,0,0
TUR,Turkey,1992 Summer,1992,219.176,57.394,9,27,0.963,25.0,175.0,68.0,1,0,2,2,1,5
UAE,United Arab Emirates,1992 Summer,1992,52.208,2.011,2,13,0.538,23.0,168.0,60.0,1,0,0,0,0,0
UGA,Uganda,1992 Summer,1992,3.645,16.873,2,5,0.8,21.0,183.0,74.0,1,0,0,0,0,0
URU,Uruguay,1992 Summer,1992,15.451,3.159,6,9,1.0,28.0,179.0,72.5,1,0,0,0,0,0
USA,United States,1992 Summer,1992,6520.33,256.777,28,247,2.182,25.0,178.0,70.0,1,0,89,50,84,223
VAN,Vanuatu,1992 Summer,1992,0.209,0.154,1,5,0.6,21.0,172.0,60.0,1,0,0,0,0,0
VEN,Venezuela,1992 Summer,1992,60.4,20.347,6,10,1.6,24.5,174.0,72.5,1,0,0,0,0,0
VIE,Vietnam,1992 Summer,1992,12.528,70.002,3,8,0.75,23.0,163.0,51.0,1,0,0,0,0,0
YEM,Yemen,1992 Summer,1992,17.959,13.289,1,3,1.0,16.0,168.0,60.0,1,0,0,0,0,0
ZAM,Zambia,1992 Summer,1992,3.614,8.505,2,7,1.0,23.0,172.0,62.0,1,0,0,0,0,0
ZIM,Zimbabwe,1992 Summer,1992,7.793,10.41,4,14,0.786,21.0,172.0,60.0,1,0,0,0,0,0
ARG,Argentina,1992 Winter,1992,255.787,33.42,4,7,0.714,22.0,179.0,72.0,0,0,0,0,0,0
AUS,Australia,1992 Winter,1992,317.475,17.557,8,22,0.727,23.0,175.0,72.0,0,0,0,0,0,0
AUT,Austria,1992 Winter,1992,195.506,7.799,8,37,1.378,25.0,180.0,73.0,0,0,9,10,9,28
BEL,Belgium,1992 Winter,1992,228.732,10.022,1,2,2.0,25.0,177.0,74.0,0,0,0,0,0,0
BOL,Bolivia,1992 Winter,1992,5.643,7.012,1,2,0.5,35.0,163.0,54.0,0,0,0,0,0,0
BRA,Brazil,1992 Winter,1992,382.465,151.547,1,3,0.333,29.0,188.0,88.0,0,0,0,0,0,0
BUL,Bulgaria,1992 Winter,1992,10.183,8.607,6,21,0.81,23.0,178.0,77.0,0,0,0,0,0,0
CAN,Canada,1992 Winter,1992,594.376,28.324,11,51,2.059,25.0,175.0,71.0,0,0,5,28,3,36
CHI,Chile,1992 Winter,1992,46.27,13.737,1,4,0.75,25.0,170.0,62.0,0,0,0,0,0,0
CHN,China,1992 Winter,1992,492.155,1171.71,3,13,1.0,24.0,170.0,67.0,0,0,0,2,0,2
CRO,Croatia,1992 Winter,1992,12.168,4.73,3,7,0.429,20.0,172.0,69.0,0,0,0,0,0,0
CYP,Cyprus,1992 Winter,1992,7.424,0.611,1,3,0.333,24.0,186.0,85.0,0,0,0,0,0,0
DEN,Denmark,1992 Winter,1992,152.915,5.162,1,4,0.5,25.0,188.0,78.0,0,0,0,0,0,0
ESP,Spain,1992 Winter,1992,630.122,39.35,2,8,0.5,23.5,176.0,68.0,0,0,0,0,1,1
FIN,Finland,1992 Winter,1992,113.134,5.029,8,30,2.067,24.5,179.0,67.75,0,0,6,1,6,13
FRA,France,1992 Winter,1992,1404.39,57.111,12,49,2.184,24.0,175.0,68.0,0,1,5,6,1,12
GBR,Great Britain,1992 Winter,1992,1289.07,57.585,9,30,1.5,25.0,176.0,72.0,0,0,0,0,0,0
GER,Germany,1992 Winter,1992,2136.31,80.5,11,51,2.157,25.0,179.0,70.0,0,0,14,17,7,38
GRE,Greece,1992 Winter,1992,115.484,10.367,2,3,0.333,27.0,178.0,73.0,0,0,0,0,0,0
HUN,Hungary,1992 Winter,1992,38.731,10.374,6,29,0.759,22.0,175.0,68.0,0,0,0,0,0,0
IRL,Ireland,1992 Winter,1992,54.796,3.582,1,1,3.0,28.0,187.0,93.0,0,0,0,0,0,0
ISL,Iceland,1992 Winter,1992,7.112,0.26,2,9,0.333,21.0,178.0,70.0,0,0,0,0,0,0
ITA,Italy,1992 Winter,1992,1310.66,56.773,11,48,2.167,24.0,173.0,70.0,0,0,4,9,8,21
JAM,Jamaica,1992 Winter,1992,4.328,2.399,1,2,2.5,27.5,182.5,89.5,0,0,0,0,0,0
JPN,Japan,1992 Winter,1992,3988.33,124.367,11,50,1.2,23.0,168.0,60.0,0,0,3,2,7,12
KOR,South Korea,1992 Winter,1992,355.516,43.748,6,21,0.667,20.0,173.0,70.0,0,0,3,1,1,5
LAT,Latvia,1992 Winter,1992,1.693,2.677,6,15,1.267,22.0,183.5,80.0,0,0,0,0,0,0
LUX,Luxembourg,1992 Winter,1992,15.39,0.392,1,5,0.2,28.0,178.0,82.0,0,0,0,2,0,2
MEX,Mexico,1992 Winter,1992,403.733,87.312,2,6,0.833,20.5,171.5,68.5,0,0,0,0,0,0
MGL,Mongolia,1992 Winter,1992,1.831,2.169,1,4,0.5,21.0,168.5,69.5,0,0,0,0,0,0
NED,Netherlands,1992 Winter,1992,366.004,15.129,2,13,1.385,22.0,176.0,66.0,0,0,1,1,0,2
NOR,Norway,1992 Winter,1992,130.838,4.299,10,43,1.628,25.0,178.0,74.0,0,0,9,10,5,24
NZL,New Zealand,1992 Winter,1992,41.525,3.533,2,6,0.833,25.0,178.0,72.0,0,0,0,1,0,1
POL,Poland,1992 Winter,1992,88.888,38.386,9,35,1.514,22.0,177.0,72.0,0,0,0,0,0,0
PUR,Puerto Rico,1992 Winter,1992,34.63,3.575,1,1,2.0,31.5,192.0,97.0,0,0,0,0,0,0
ROU,Romania,1992 Winter,1992,19.779,23.333,6,23,0.522,21.5,173.0,64.0,0,0,0,0,0,0
SEN,Senegal,1992 Winter,1992,7.435,7.99,1,5,0.2,31.0,192.0,92.0,0,0,0,0,0,0
SLO,Slovenia,1992 Winter,1992,19.271,1.999,4,15,1.067,21.0,175.0,68.0,0,0,0,0,0,0
SUI,Switzerland,1992 Winter,1992,279.957,6.843,8,31,2.387,24.0,176.0,70.0,0,0,2,0,5,7
SWE,Sweden,1992 Winter,1992,283.228,8.692,9,39,1.872,25.0,178.0,70.0,0,0,1,0,6,7
TUR,Turkey,1992 Winter,1992,219.176,57.394,2,3,0.667,24.0,165.0,53.0,0,0,0,0,0,0
USA,United States,1992 Winter,1992,6520.33,256.777,12,56,2.536,24.0,175.0,70.0,0,0,5,7,2,14
ARG,Argentina,1994 Winter,1994,287.835,34.353,1,7,0.714,18.5,169.0,62.5,0,0,0,0,0,0
ARM,Armenia,1994 Winter,1994,0.648,3.29,1,1,1.0,26.0,183.0,85.0,0,0,0,0,0,0
AUS,Australia,1994 Winter,1994,352.564,17.893,9,24,0.917,24.0,176.0,75.0,0,0,0,0,3,3
AUT,Austria,1994 Winter,1994,203.97,7.929,10,38,2.053,26.0,179.0,75.0,0,0,2,3,7,12
BEL,Belgium,1994 Winter,1994,238.622,10.101,2,6,0.667,26.0,169.0,56.0,0,0,0,0,0,0
BLR,Belarus,1994 Winter,1994,15.687,10.228,7,29,1.103,24.0,172.0,65.0,0,0,0,2,0,2
BRA,Brazil,1994 Winter,1994,546.764,156.431,1,1,1.0,31.0,188.0,88.0,0,0,0,0,0,0
BUL,Bulgaria,1994 Winter,1994,9.717,8.407,6,21,0.762,24.0,177.0,65.0,0,0,0,0,0,0
CAN,Canada,1994 Winter,1994,579.913,28.96,10,47,2.0,24.0,175.0,75.0,0,0,3,29,5,37
CHI,Chile,1994 Winter,1994,57.113,14.172,1,3,1.0,26.0,180.0,76.0,0,0,0,0,0,0
CHN,China,1994 Winter,1994,561.687,1198.5,4,14,1.071,20.0,170.0,67.0,0,0,0,1,2,3
CRO,Croatia,1994 Winter,1994,17.237,4.524,2,7,0.429,20.0,174.0,74.0,0,0,0,0,0,0
DEN,Denmark,1994 Winter,1994,156.164,5.197,3,6,0.667,25.0,186.0,75.0,0,0,0,0,0,0
ESP,Spain,1994 Winter,1994,531.137,39.579,3,8,0.75,24.0,167.0,66.0,0,0,0,0,0,0
EST,Estonia,1994 Winter,1994,2.505,1.465,6,21,1.238,24.0,174.0,69.0,0,0,0,0,0,0
FIJ,Fiji,1994 Winter,1994,1.977,0.763,1,1,1.0,32.0,178.0,85.0,0,0,0,0,0,0
FIN,Finland,1994 Winter,1994,103.739,5.078,8,31,1.968,24.0,177.0,68.75,0,0,0,1,29,30
FRA,France,1994 Winter,1994,1396.65,57.565,10,45,2.178,25.0,175.0,65.0,0,0,0,1,10,11
GBR,Great Britain,1994 Winter,1994,1239.72,57.862,8,26,1.115,26.0,178.0,75.0,0,0,0,0,3,3
GEO,Georgia,1994 Winter,1994,0.85,4.93,3,6,0.833,23.0,180.0,75.0,0,0,0,0,0,0
GER,Germany,1994 Winter,1994,2209.93,81.147,11,48,2.333,25.0,179.0,72.0,0,0,18,10,12,40
GRE,Greece,1994 Winter,1994,115.694,10.49,3,4,0.75,29.0,178.0,74.0,0,0,0,0,0,0
HUN,Hungary,1994 Winter,1994,43.167,10.35,5,18,0.889,22.0,172.5,65.0,0,0,0,0,0,0
ISL,Iceland,1994 Winter,1994,6.399,0.265,2,9,0.556,22.5,180.0,71.0,0,0,0,0,0,0
ISR,Israel,1994 Winter,1994,84.797,5.395,1,1,1.0,24.0,167.0,60.0,0,0,0,0,0,0
ITA,Italy,1994 Winter,1994,1087.07,56.842,11,53,1.962,25.0,173.0,70.0,0,0,14,6,12,32
JAM,Jamaica,1994 Winter,1994,5.453,2.44,1,2,2.0,28.5,182.5,98.0,0,0,0,0,0,0
JPN,Japan,1994 Winter,1994,4998.8,125.116,11,49,1.204,23.0,167.0,60.0,0,0,3,5,2,10
KAZ,Kazakhstan,1994 Winter,1994,11.881,15.8,6,25,0.76,22.0,182.0,77.0,0,0,1,2,0,3
KOR,South Korea,1994 Winter,1994,463.432,44.642,5,19,1.0,20.0,169.0,64.5,0,0,5,0,1,6
LAT,Latvia,1994 Winter,1994,4.53,2.627,6,19,1.211,24.0,183.0,80.0,0,0,0,0,0,0
LUX,Luxembourg,1994 Winter,1994,17.558,0.404,1,5,0.2,30.0,178.0,82.0,0,0,0,0,0,0
MDA,Moldova,1994 Winter,1994,1.158,2.973,1,4,0.5,20.5,175.0,63.0,0,0,0,0,0,0
MEX,Mexico,1994 Winter,1994,527.811,90.363,1,1,1.0,35.0,183.0,77.0,0,0,0,0,0,0
MGL,Mongolia,1994 Winter,1994,1.083,2.21,1,2,0.5,24.0,174.0,66.0,0,0,0,0,0,0
NED,Netherlands,1994 Winter,1994,382.55,15.342,4,17,1.235,22.0,180.0,73.0,0,0,0,1,3,4
NOR,Norway,1994 Winter,1994,127.132,4.348,10,48,1.812,25.0,177.0,74.0,0,1,8,17,5,30
NZL,New Zealand,1994 Winter,1994,52.873,3.622,2,8,0.75,27.0,178.0,72.0,0,0,0,0,0,0
POL,Poland,1994 Winter,1994,103.887,38.581,8,26,1.077,22.0,172.0,60.0,0,0,0,0,0,0
POR,Portugal,1994 Winter,1994,99.692,9.992,1,4,0.25,19.0,171.0,71.0,0,0,0,0,0,0
PUR,Puerto Rico,1994 Winter,1994,39.691,3.627,1,2,1.5,31.0,188.0,96.0,0,0,0,0,0,0
ROU,Romania,1994 Winter,1994,30.376,23.064,7,26,0.808,24.0,174.0,68.0,0,0,0,0,0,0
RSA,South Africa,1994 Winter,1994,139.804,40.56,2,3,0.667,29.0,158.0,49.0,0,0,0,0,0,0
RUS,Russia,1994 Winter,1994,293.768,148.412,12,56,1.857,24.0,175.5,70.0,0,0,16,13,4,33
SEN,Senegal,1994 Winter,1994,4.746,8.461,1,1,1.0,33.0,192.0,92.0,0,0,0,0,0,0
SLO,Slovenia,1994 Winter,1994,16.845,1.989,3,16,0.938,21.0,174.0,64.0,0,0,0,0,3,3
SUI,Switzerland,1994 Winter,1994,301.353,6.969,9,34,1.676,26.0,176.0,70.0,0,0,4,8,4,16
SVK,Slovakia,1994 Winter,1994,15.837,5.367,6,18,2.222,23.0,182.0,77.0,0,0,0,0,0,0
SWE,Sweden,1994 Winter,1994,229.034,8.816,10,45,1.867,24.0,179.0,73.0,0,0,23,1,0,24
TTO,Trinidad and Tobago,1994 Winter,1994,5.032,1.25,1,1,2.0,31.0,180.0,93.0,0,0,0,0,0,0
UKR,Ukraine,1994 Winter,1994,38.012,51.3,9,29,1.069,27.0,168.0,60.0,0,0,1,0,1,2
USA,United States,1994 Winter,1994,7287.25,263.325,12,59,2.441,24.0,178.0,72.0,0,0,6,8,5,19
UZB,Uzbekistan,1994 Winter,1994,7.991,22.282,2,4,1.75,21.0,167.0,62.0,0,0,1,0,0,1
ALB,Albania,1996 Summer,1996,3.2,3.168,5,7,1.0,27.0,165.0,64.0,1,0,0,0,0,0
ALG,Algeria,1996 Summer,1996,46.941,28.566,9,22,1.273,23.0,175.0,68.0,1,0,2,0,1,3
ANG,Angola,1996 Summer,1996,7.994,15.214,4,7,3.143,26.0,181.0,77.5,1,0,0,0,0,0
ANT,Antigua and Barbuda,1996 Summer,1996,0.634,0.068,2,6,1.0,26.0,163.0,61.0,1,0,0,0,0,0
ARG,Argentina,1996 Summer,1996,304.282,35.196,17,66,1.742,24.0,176.0,73.0,1,0,0,19,1,20
ARM,Armenia,1996 Summer,1996,1.597,3.17,9,30,0.8,22.5,165.0,62.5,1,0,1,1,0,2
ARU,Aruba,1996 Summer,1996,1.38,0.083,3,3,1.0,25.0,171.0,80.0,1,0,0,0,0,0
AUS,Australia,1996 Summer,1996,423.544,18.33,26,211,1.957,24.0,177.5,72.0,1,0,32,15,83,130
AUT,Austria,1996 Summer,1996,237.343,7.959,15,53,1.358,26.0,180.0,72.5,1,0,0,1,2,3
AZE,Azerbaijan,1996 Summer,1996,3.177,7.726,7,19,1.0,24.5,174.5,65.5,1,0,0,1,0,1
BAN,Bangladesh,1996 Summer,1996,47.025,117.65,1,2,1.0,21.5,164.0,55.5,1,0,0,0,0,0
BAR,Barbados,1996 Summer,1996,2.377,0.266,7,20,0.6,18.0,173.0,71.0,1,0,0,0,0,0
BDI,Burundi,1996 Summer,1996,0.868,6.09,1,6,1.167,26.0,178.0,60.0,1,0,1,0,0,1
BEL,Belgium,1996 Summer,1996,279.292,10.143,14,52,1.077,26.0,179.0,71.0,1,0,2,2,2,6
BEN,Benin,1996 Summer,1996,3.251,6.094,1,4,1.25,24.0,179.0,72.0,1,0,0,0,0,0
BHU,Bhutan,1996 Summer,1996,0.301,0.507,1,1,1.0,25.0,163.0,55.0,1,0,0,0,0,0
BIH,Bosnia and Herzegovina,1996 Summer,1996,3.584,3.763,4,7,0.714,29.0,175.0,67.0,1,0,0,0,0,0
BIZ,Belize,1996 Summer,1996,0.639,0.222,1,4,1.0,26.5,176.5,59.5,1,0,0,0,0,0
BLR,Belarus,1996 Summer,1996,14.494,10.142,18,97,1.216,23.0,169.0,62.0,1,0,1,6,11,18
BOL,Bolivia,1996 Summer,1996,7.375,7.717,2,4,1.0,23.5,172.5,62.5,1,0,0,0,0,0
BOT,Botswana,1996 Summer,1996,4.881,1.624,1,3,2.0,25.0,174.5,69.0,1,0,0,0,0,0
BRA,Brazil,1996 Summer,1996,851.146,163.538,18,92,2.359,25.0,181.0,74.0,1,0,5,14,43,62
BRU,Brunei,1996 Summer,1996,5.661,0.295,1,1,1.0,23.0,172.0,90.0,1,0,0,0,0,0
BUL,Bulgaria,1996 Summer,1996,12.295,8.225,17,88,1.227,23.0,170.0,65.0,1,0,3,12,6,21
BUR,Burkina Faso,1996 Summer,1996,2.909,10.373,2,5,1.0,20.0,176.0,63.0,1,0,0,0,0,0
CAF,Central African Republic,1996 Summer,1996,1.0,3.35,1,5,1.0,25.0,183.0,68.0,1,0,0,0,0,0
CAM,Cambodia,1996 Summer,1996,3.507,11.091,3,4,1.0,22.5,162.0,58.0,1,0,0,0,0,0
CAN,Canada,1996 Summer,1996,630.598,29.57,25,189,1.587,26.0,175.0,68.0,1,0,8,30,12,50
CHA,Chad,1996 Summer,1996,1.819,7.251,1,2,1.0,20.0,177.5,64.5,1,0,0,0,0,0
CHI,Chile,1996 Summer,1996,78.023,14.585,7,14,1.143,23.5,173.5,69.5,1,0,0,0,0,0
CHN,China,1996 Summer,1996,860.476,1223.89,25,155,1.858,22.0,170.0,64.0,1,0,19,70,17,106
CIV,Cote d'Ivoire,1996 Summer,1996,16.78,14.56,3,6,1.5,24.0,186.0,85.0,1,0,0,0,0,0
CMR,Cameroon,1996 Summer,1996,10.393,13.892,3,11,1.182,23.0,172.0,67.0,1,0,0,0,0,0
COD,Congo (Kinshasa),1996 Summer,1996,32.099,42.757,2,2,6.5,24.0,180.0,72.0,1,0,0,0,0,0
COL,Colombia,1996 Summer,1996,116.083,38.1,9,32,1.062,26.0,170.5,62.5,1,0,0,0,0,0
COM,Comoros,1996 Summer,1996,0.392,0.497,1,3,1.0,23.0,180.0,60.0,1,0,0,0,0,0
CPV,Cape Verde,1996 Summer,1996,0.553,0.399,1,3,1.0,30.0,180.0,65.0,1,0,0,0,0,0
CRC,Costa Rica,1996 Summer,1996,11.683,3.565,5,8,0.875,25.5,172.0,68.0,1,0,1,0,0,1
CRO,Croatia,1996 Summer,1996,23.449,4.494,14,50,1.32,24.0,188.5,85.0,1,0,11,8,0,19
CYP,Cyprus,1996 Summer,1996,10.016,0.656,5,13,1.077,25.0,180.0,75.0,1,0,0,0,0,0
CZE,Czech Republic,1996 Summer,1996,67.388,10.321,17,110,1.036,23.0,177.0,72.0,1,0,4,5,4,13
DEN,Denmark,1996 Summer,1996,187.633,5.251,12,52,1.269,25.0,179.5,72.0,1,0,10,1,0,11
DJI,Djibouti,1996 Summer,1996,0.693,0.571,2,3,1.333,33.5,177.0,62.0,1,0,0,0,0,0
DMA,Dominica,1996 Summer,1996,0.292,0.071,1,5,1.0,28.0,178.0,70.0,1,0,0,0,0,0
DOM,Dominican Republic,1996 Summer,1996,18.242,7.897,4,11,1.0,21.0,173.0,60.0,1,0,0,0,0,0
ECU,Ecuador,1996 Summer,1996,24.035,11.798,5,15,1.0,23.0,178.0,78.0,1,0,1,0,0,1
EGY,Egypt,1996 Summer,1996,71.118,58.8,7,14,1.286,23.0,190.0,86.5,1,0,0,0,0,0
ESA,El Salvador,1996 Summer,1996,9.586,5.69,3,6,0.667,25.0,172.0,63.5,1,0,0,0,0,0
ESP,Spain,1996 Summer,1996,640.026,39.764,22,157,1.803,25.0,175.0,69.0,1,0,23,21,21,65
EST,Estonia,1996 Summer,1996,4.779,1.416,13,36,1.194,27.0,183.5,80.0,1,0,0,0,0,0
ETH,Ethiopia,1996 Summer,1996,8.794,56.898,1,8,2.0,23.0,165.0,50.0,1,0,2,0,1,3
FIJ,Fiji,1996 Summer,1996,2.307,0.775,4,11,1.182,22.0,177.0,78.0,1,0,0,0,0,0
FIN,Finland,1996 Summer,1996,132.183,5.117,15,74,1.014,25.0,177.0,71.5,1,0,1,2,1,4
FRA,France,1996 Summer,1996,1606.04,57.936,25,183,1.634,25.0,175.0,67.0,1,0,21,10,20,51
GAB,Gabon,1996 Summer,1996,6.064,1.092,3,6,1.167,27.0,172.0,69.0,1,0,0,0,0,0
GBR,Great Britain,1996 Summer,1996,1416.84,58.164,22,175,1.697,27.0,177.0,70.0,1,0,2,15,9,26
GEO,Georgia,1996 Summer,1996,3.149,4.573,13,39,0.872,24.5,172.0,70.0,1,0,0,0,2,2
GEQ,Equatorial Guinea,1996 Summer,1996,0.276,0.524,1,3,0.667,28.0,176.0,77.0,1,0,0,0,0,0
GER,Germany,1996 Summer,1996,2498.11,81.466,26,233,1.987,26.0,180.0,72.0,1,0,42,35,46,123
GHA,Ghana,1996 Summer,1996,15.458,16.297,3,13,2.308,20.5,178.0,74.0,1,0,0,0,0,0
GRE,Greece,1996 Summer,1996,144.642,10.588,18,83,1.386,23.0,173.0,65.0,1,0,4,4,0,8
GRN,Grenada,1996 Summer,1996,0.367,0.101,1,1,2.0,20.0,183.0,75.0,1,0,0,0,0,0
GUA,Guatemala,1996 Summer,1996,14.993,10.647,5,10,1.3,23.5,170.0,61.5,1,0,0,0,0,0
GUI,Guinea,1996 Summer,1996,5.316,8.095,2,5,1.0,20.0,177.0,65.0,1,0,0,0,0,0
GUY,Guyana,1996 Summer,1996,1.495,0.73,2,6,1.167,22.0,189.0,62.0,1,0,0,0,0,0
HAI,Haiti,1996 Summer,1996,5.041,7.887,3,3,1.0,23.0,183.0,79.0,1,0,0,0,0,0
HKG,Hong Kong,1996 Summer,1996,159.718,6.467,7,16,0.625,25.0,175.0,66.0,1,0,1,0,0,1
HON,Honduras,1996 Summer,1996,5.217,5.875,2,3,1.0,25.0,165.0,48.0,1,0,0,0,0,0
HUN,Hungary,1996 Summer,1996,46.659,10.321,24,144,1.451,24.0,176.0,69.0,1,0,8,9,25,42
INA,Indonesia,1996 Summer,1996,274.722,197.004,9,19,1.368,24.5,170.0,64.5,1,0,2,1,1,4
IND,India,1996 Summer,1996,399.791,982.365,10,16,1.625,24.5,174.0,68.0,1,0,0,0,1,1
IRI,Iran,1996 Summer,1996,161.829,60.055,6,18,1.0,24.5,177.0,74.0,1,0,1,1,1,3
IRL,Ireland,1996 Summer,1996,75.768,3.654,10,43,1.186,26.0,178.0,72.0,1,0,3,0,1,4
ISL,Iceland,1996 Summer,1996,7.48,0.268,3,12,0.5,19.0,171.0,63.0,1,0,0,0,0,0
ISR,Israel,1996 Summer,1996,110.43,5.682,8,19,0.895,26.0,180.0,75.0,1,0,0,0,1,1
ITA,Italy,1996 Summer,1996,1312.78,56.844,27,172,1.977,26.0,177.0,71.0,1,0,19,24,28,71
JAM,Jamaica,1996 Summer,1996,7.394,2.485,4,26,1.615,25.0,175.0,66.0,1,0,1,3,12,16
JOR,Jordan,1996 Summer,1996,7.145,4.716,1,2,1.0,24.0,185.0,79.0,1,0,0,0,0,0
JPN,Japan,1996 Summer,1996,4923.39,125.711,27,168,1.821,23.0,168.0,63.0,1,0,3,26,13,42
KAZ,Kazakhstan,1996 Summer,1996,21.035,15.481,13,79,0.899,23.0,176.0,70.0,1,0,3,2,4,9
KEN,Kenya,1996 Summer,1996,13.565,26.3,3,23,2.043,26.0,173.0,62.0,1,0,1,4,3,8
KGZ,Kyrgyzstan,1996 Summer,1996,1.822,4.596,7,28,0.786,22.0,185.0,75.0,1,0,0,0,0,0
KOR,South Korea,1996 Summer,1996,610.164,45.525,24,120,1.558,23.0,173.0,66.0,1,0,3,23,6,32
KSA,Saudi Arabia,1996 Summer,1996,158.451,18.581,4,12,1.667,24.0,175.0,70.0,1,0,0,0,0,0
KUW,Kuwait,1996 Summer,1996,31.492,2.09,5,8,1.125,26.0,182.0,83.0,1,0,0,0,0,0
LAO,Laos,1996 Summer,1996,3.726,4.941,1,2,1.5,19.0,165.0,60.0,1,0,0,0,0,0
LAT,Latvia,1996 Summer,1996,5.969,2.47,12,43,0.977,24.0,178.0,70.0,1,0,0,1,0,1
LBA,Libya,1996 Summer,1996,35.683,4.84,2,5,1.0,22.0,176.0,68.0,1,0,0,0,0,0
LCA,Saint Lucia,1996 Summer,1996,0.789,0.147,1,4,1.25,21.0,185.0,74.0,1,0,0,0,0,0
